libname,address,city,zip,cnty,sq_feet,longitude,latitude
SHERMAN PARK BRANCH,5440 SOUTH RACINE AVENUE,CHICAGO,60609,COOK,6700,-87.6549,41.79526
SOUTH CHICAGO BRANCH,9055 SOUTH HOUSTON AVENUE,CHICAGO,60617,COOK,14000,-87.5498,41.73042
SOUTH SHORE BRANCH,2505 EAST 73RD STREET,CHICAGO,60649,COOK,13336,-87.5637,41.76262
SULZER REGIONAL LIBRARY,4455 NORTH LINCOLN AVENUE,CHICAGO,60625,COOK,65000,-87.6844,41.9624
TOMAN BRANCH,2708 SOUTH PULASKI ROAD,CHICAGO,60624,COOK,15942,-87.7245,41.8422
WALKER BRANCH,11071 SOUTH HOYNE AVENUE,CHICAGO,60643,COOK,11900,-87.6742,41.69248
WEST BELMONT BRANCH,3104 NORTH NARRAGANSETT AVENUE,CHICAGO,60634,COOK,11000,-87.7858,41.9367
WEST LAWN BRANCH,4020 WEST 63RD STREET,CHICAGO,60629,COOK,12000,-87.7234,41.77866
WOODSON REGIONAL LIBRARY,9525 SOUTH HALSTED STREET,CHICAGO,60628,COOK,65000,-87.643,41.72055
WRIGHTWOOD-ASHBURN BRANCH,8530 SOUTH KEDZIE AVENUE,CHICAGO,60652,COOK,13600,-87.7021,41.73835
"WHITNEY M. YOUNG, JR. BRANCH",7901 SOUTH KING DRIVE,CHICAGO,60619,COOK,11000,-87.6149,41.75105
BESSIE COLEMAN BRANCH,731 EAST 63RD STREET,CHICAGO,60637,COOK,13000,-87.607,41.78037
JOHN MERLO BRANCH,644 WEST BELMONT AVENUE,CHICAGO,60657,COOK,19000,-87.646,41.94008
UPTOWN BRANCH,929 WEST BUENA AVENUE,CHICAGO,60613,COOK,12114,-87.6535,41.95844
CANARYVILLE BRANCH,642 WEST 43RD STREET,CHICAGO,60609,COOK,5000,-87.6424,41.81629
MABEL MANNING BRANCH,6 SOUTH HOYNE AVENUE,CHICAGO,60612,COOK,13000,-87.6791,41.88111
THURGOOD MARSHALL BRANCH,7506 SOUTH RACINE AVENUE,CHICAGO,60620,COOK,13000,-87.6539,41.75771
VODAK/EAST SIDE BRANCH,3710 EAST 106TH STREET,CHICAGO,60617,COOK,14000,-87.5336,41.70275
CHICAGO BEE BRANCH,3647 SOUTH STATE STREET,CHICAGO,60609,COOK,7211,-87.6264,41.82839
LINCOLN BELMONT BRANCH,1659 WEST MELROSE STREET,CHICAGO,60657,COOK,14000,-87.6704,41.94057
NEAR NORTH BRANCH,310 WEST DIVISION STREET,CHICAGO,60610,COOK,13600,-87.6364,41.90387
CHICAGO PUBLIC LIBRARY,400 SOUTH STATE STREET,CHICAGO,60605,COOK,756000,-87.6277,41.87631
BUDLONG WOODS BRANCH,5630 NORTH LINCOLN AVENUE,CHICAGO,60659,COOK,14000,-87.6966,41.98394
WEST ENGLEWOOD BRANCH,1745 WEST 63RD STREET,CHICAGO,60636,COOK,7000,-87.668,41.77934
WEST PULLMAN BRANCH,830 WEST 119TH STREET,CHICAGO,60643,COOK,14000,-87.6433,41.67784
WEST TOWN BRANCH,1625 WEST CHICAGO AVENUE,CHICAGO,60622,COOK,13000,-87.6682,41.89603
BUCKTOWN/WICKER PARK BRANCH LIBRARY,1701 NORTH MILWAUKEE AVENUE,CHICAGO,60647,COOK,15500,-87.6803,41.91227
WEST CHICAGO AVENUE BRANCH,4856 WEST CHICAGO AVENUE,CHICAGO,60651,COOK,7000,-87.7473,41.89504
WEST TOWN BRANCH,1625 WEST CHICAGO AVENUE,CHICAGO,60622,COOK,13000,-87.6682,41.89603
GREATER GRAND CROSSING,1000 EAST 73RD STREET,CHICAGO,60619,COOK,8871,-87.6003,41.7623
RICHARD M. DALEY BRANCH,733 N. KEDZIE AVENUE,CHICAGO,60612,COOK,16295,-87.7065,41.8943
DUNNING,7455 W. CORNELIA AVENUE,CHICAGO,60634,COOK,8871,-87.8139,41.94328
LITTLE VILLAGE,2311 S. KEDZIE AVENUE,CHICAGO,60623,COOK,16295,-87.7051,41.84972
POPULAR LIBRARY AT WATER WORKS,163 EAST PEARSON STREET,CHICAGO,60611,COOK,273,-87.6232,41.89758
CHICAGO HEIGHTS PUBLIC LIBRARY,25 WEST FIFTEENTH STREET,CHICAGO HEIGHTS,60411,COOK,36393,-87.6418,41.50429
CHICAGO RIDGE PUBLIC LIBRARY,10400 SOUTH OXFORD AVENUE,CHICAGO RIDGE,60415,COOK,18000,-87.7781,41.70241
CHILLICOTHE PUBLIC LIBRARY DISTRICT,430 NORTH BRADLEY AVENUE,CHILLICOTHE,61523,PEORIA,24000,-89.5005,40.91377
CHRISMAN PUBLIC LIBRARY,108 NORTH ILLINOIS STREET,CHRISMAN,61924,EDGAR,3610,-87.679,39.80355
CHRISTOPHER PUBLIC LIBRARY,202 EAST MARKET STREET,CHRISTOPHER,62822,FRANKLIN,3000,-89.0523,37.97257
CICERO PUBLIC LIBRARY,5225 WEST CERMAK ROAD,CICERO,60804,COOK,27330,-87.7552,41.85104
WILLOW BRANCH TOWNSHIP LIBRARY,330 NORTH ELDON STREET,CISCO,61830,PIATT,1584,-88.7271,40.01415
CLARENDON HILLS PUBLIC LIBRARY,7 NORTH PROSPECT AVENUE,CLARENDON HILLS,60514,DUPAGE,10483,-87.9547,41.79807
CLAYTON PUBLIC LIBRARY DISTRICT,211 EAST MAIN STREET,CLAYTON,62324,ADAMS,2511,-90.9569,40.03114
CLOVER PUBLIC LIBRARY DISTRICT,440 NORTH DIVISION STREET,WOODHULL,61490,HENRY,4800,-90.3155,41.18042
COAL CITY PUBLIC LIBRARY DISTRICT,85 NORTH GARFIELD STREET,COAL CITY,60416,GRUNDY,15628,-88.2812,41.28855
COLCHESTER DISTRICT LIBRARY,203 MACOMB STREET,COLCHESTER,62326,MCDONOUGH,2268,-90.7919,40.42625
MARTIN TOWNSHIP PUBLIC LIBRARY,132 WEST MAIN STREET,COLFAX,61728,MCLEAN,2800,-88.6167,40.56698
COLLINSVILLE MEMORIAL LIBRARY CENTER,408 WEST MAIN STREET,COLLINSVILLE,62234,MADISON,25000,-89.99,38.6687
FAIRMONT CITY LIBRARY CENTER,4444 COLLINSVILLE ROAD,FAIRMONT CITY,62201,ST. CLAIR,7500,-90.1042,38.65063
COLUMBIA PUBLIC LIBRARY,106 NORTH METTER AVENUE,COLUMBIA,62236,MONROE,8350,-90.1991,38.4439
ASPEN DRIVE LIBRARY,701 ASPEN DRIVE,VERNON HILLS,60061,LAKE,20000,-87.9699,42.23835
COOK MEMORIAL PUBLIC LIBRARY DISTRICT BOOKMOBILE,701 ASPEN DRIVE,VERNON HILLS,60061,LAKE,-4,-87.9699,42.23835
COOK MEMORIAL PUBLIC LIBRARY DISTRICT,413 NORTH MILWAUKEE AVENUE,LIBERTYVILLE,60048,LAKE,44200,-87.9542,42.28701
CORDOVA DISTRICT LIBRARY,402 MAIN AVENUE,CORDOVA,61242,ROCK ISLAND,5684,-90.3255,41.68008
COULTERVILLE PUBLIC LIBRARY,103 SOUTH FOURTH STREET,COULTERVILLE,62237,RANDOLPH,3000,-89.6038,38.18621
DRY POINT TOWNSHIP LIBRARY,COUNTY HIGHWAY 651,COWDEN,62422,SHELBY,2100,-88.8709,39.24056
CRAB ORCHARD PUBLIC LIBRARY DISTRICT,20012 CRAB ORCHARD ROAD,MARION,62959,WILLIAMSON,1800,-88.7904,37.73006
CRETE PUBLIC LIBRARY DISTRICT,1177 NORTH MAIN STREET,CRETE,60417,WILL,25000,-87.6319,41.45049
CREVE COEUR PUBLIC LIBRARY DISTRICT,311 NORTH HIGHLAND STREET,CREVE COEUR,61610,TAZEWELL,4060,-89.5982,40.64899
CRYSTAL LAKE PUBLIC LIBRARY,126 PADDOCK STREET,CRYSTAL LAKE,60014,MCHENRY,40000,-88.3245,42.23932
CUTLER PUBLIC LIBRARY,409 SOUTH MAIN STREET,CUTLER,62238,PERRY,765,-89.5654,38.02994
DANVERS TOWNSHIP LIBRARY,117 EAST EXCHANGE STREET,DANVERS,61732,MCLEAN,3000,-89.177,40.52855
DANVILLE PUBLIC LIBRARY,319 NORTH VERMILION STREET,DANVILLE,61832,VERMILION,39800,-87.6299,40.12952
INDIAN PRAIRIE PUBLIC LIBRARY DISTRICT,401 PLAINFIELD ROAD,DARIEN,60561,DUPAGE,43394,-87.9546,41.75699
DAUGHERTY PUBLIC LIBRARY DISTRICT,220 SOUTH FIFTH STREET,DUPO,62239,ST. CLAIR,6000,-90.2072,38.51587
DECATUR PUBLIC LIBRARY,130 NORTH FRANKLIN STREET,DECATUR,62523,MACON,105329,-88.9529,39.84241
DEER CREEK DISTRICT LIBRARY,205 EAST FIRST AVENUE,DEER CREEK,61733,TAZEWELL,4400,-89.3304,40.6276
DEERFIELD PUBLIC LIBRARY,920 WAUKEGAN ROAD,DEERFIELD,60015,LAKE,32500,-87.8464,42.16958
DEKALB PUBLIC LIBRARY,309 OAK STREET,DEKALB,60115,DEKALB,65786,-88.7492,41.93166
GOOSE CREEK TOWNSHIP CARNEGIE LIBRARY,220 NORTH HIGHWAY AVENUE,DELAND,61839,PIATT,2356,-88.6451,40.1216
AYER PUBLIC LIBRARY DISTRICT,208 LOCUST STREET,DELAVAN,61734,TAZEWELL,5040,-89.5471,40.37414
DES PLAINES PUBLIC LIBRARY,1501 ELLINWOOD STREET,DES PLAINES,60016,COOK,82500,-87.887,42.04068
CREST HILL BRANCH LIBRARY,20670 LEN KUBINSKI DRIVE,CREST HILL,60403,WILL,7600,-88.1199,41.57001
ROMEOVILLE LIBRARY,201 WEST NORMANTOWN ROAD,ROMEOVILLE,60446,WILL,46000,-88.0852,41.6545
LOCKPORT BRANCH LIBRARY,121 EAST EIGHTH STREET,LOCKPORT,60441,WILL,16500,-88.0566,41.59026
DIVERNON TOWNSHIP LIBRARY,221 SOUTH SECOND STREET,DIVERNON,62530,SANGAMON,1300,-89.6585,39.5653
DIXON PUBLIC LIBRARY,221 SOUTH HENNEPIN AVENUE,DIXON,61021,LEE,18150,-89.4832,41.84148
DODGE MEMORIAL PUBLIC LIBRARY DISTRICT,22440 RAILROAD STREET,OLIVE BRANCH,62969,ALEXANDER,1080,-89.3512,37.16932
DOLTON PUBLIC LIBRARY DISTRICT,14037 LINCOLN AVENUE,DOLTON,60419,COOK,25000,-87.6088,41.63993
DONGOLA PUBLIC LIBRARY DISTRICT,114 NORTH EAST FRONT STREET,DONGOLA,62926,UNION,2286,-89.1651,37.36155
DOWNERS GROVE PUBLIC LIBRARY,1050 CURTISS STREET,DOWNERS GROVE,60515,DUPAGE,67738,-88.011,41.79378
FOX RIVER VALLEY PUBLIC LIBRARY DISTRICT,555 BARRINGTON AVENUE,EAST DUNDEE,60118,KANE,30000,-88.2634,42.10376
RANDALL OAKS LIBRARY,500 NORTH RANDALL ROAD,WEST DUNDEE,60118,KANE,5000,-88.3412,42.04821
DUNLAP PUBLIC LIBRARY DISTRICT,302 SOUTH FIRST STREET,DUNLAP,61525,PEORIA,12300,-89.6735,40.85719
DUQUOIN PUBLIC LIBRARY,28 SOUTH WASHINGTON STREET,DUQUOIN,62832,PERRY,4200,-89.2362,38.01106
PRAIRIE CREEK PUBLIC LIBRARY DISTRICT,501 CARRIAGE HOUSE LANE,DWIGHT,60420,LIVINGSTON,6080,-88.4279,41.09043
EARLVILLE PUBLIC LIBRARY DISTRICT,205 WEST WINTHROP STREET,EARLVILLE,60518,LA SALLE,4120,-88.9234,41.58915
EAST ALTON PUBLIC LIBRARY DISTRICT,250 WASHINGTON AVENUE,EAST ALTON,62024,MADISON,17001,-90.1034,38.87796
EAST DUBUQUE DISTRICT LIBRARY,122 WISCONSIN AVENUE,EAST DUBUQUE,61025,JO DAVIESS,6566,-90.6426,42.49235
EAST MOLINE PUBLIC LIBRARY,740 SIXTEENTH AVENUE,EAST MOLINE,61244,ROCK ISLAND,9552,-90.4439,41.51497
EAST ST. LOUIS PUBLIC LIBRARY,5300 STATE STREET,EAST ST LOUIS,62203,ST. CLAIR,17256,-90.099,38.60616
EDWARDSVILLE PUBLIC LIBRARY,112 SOUTH KANSAS STREET,EDWARDSVILLE,62025,MADISON,20000,-89.9543,38.81136
EFFINGHAM PUBLIC LIBRARY,200 NORTH THIRD STREET,EFFINGHAM,62401,EFFINGHAM,27000,-88.5407,39.12212
EISENHOWER PUBLIC LIBRARY DISTRICT,4613 NORTH OKETO AVENUE,HARWOOD HEIGHTS,60706,COOK,44576,-87.812,41.96431
ELA AREA PUBLIC LIBRARY DISTRICT,275 MOHAWK TRAIL,LAKE ZURICH,60047,LAKE,72000,-88.0877,42.19348
TOWN AND COUNTRY PUBLIC LIBRARY DISTRICT,320 EAST NORTH STREET,ELBURN,60119,KANE,16450,-88.4688,41.89227
ELDORADO MEMORIAL PUBLIC LIBRARY DISTRICT,1001 GRANT STREET,ELDORADO,62930,SALINE,7700,-88.4354,37.81522
ELIZABETH TOWNSHIP PUBLIC LIBRARY,210 EAST MYRTLE STREET,ELIZABETH,61028,JO DAVIESS,1824,-90.2223,42.31751
ELK GROVE VILLAGE PUBLIC LIBRARY,1001 WELLINGTON AVENUE,ELK GROVE VILLAGE,60007,COOK,63000,-88.0087,42.00214
ELKHART PUBLIC LIBRARY DISTRICT,121 EAST BOHAN STREET,ELKHART,62634,LOGAN,1401,-89.4816,40.02125
RICK WARREN MEMORIAL PUBLIC LIBRARY DISTRICT,114 SOUTH FOURTH STREET,ELKVILLE,62932,JACKSON,1100,-89.2356,37.90986
ELLA JOHNSON MEMORIAL PUBLIC LIBRARY DISTRICT,109 SOUTH STATE STREET,HAMPSHIRE,60140,KANE,7200,-88.53,42.09875
ELMHURST PUBLIC LIBRARY,125 SOUTH PROSPECT AVENUE,ELMHURST,60126,DUPAGE,90000,-87.9447,41.89872
MORRISON & MARY WILEY LIBRARY,206 WEST MAIN STREET,ELMWOOD,61529,PEORIA,5000,-89.9676,40.77799
ELMWOOD PARK PUBLIC LIBRARY,1 CONTI PARKWAY,ELMWOOD PARK,60707,COOK,39000,-87.8177,41.92601
EL PASO PUBLIC LIBRARY,149 WEST FIRST STREET,EL PASO,61738,WOODFORD,3200,-89.0185,40.73937
ERIE PUBLIC LIBRARY DISTRICT,802 EIGHTH AVENUE,ERIE,61250,WHITESIDE,8329,-90.0784,41.6556
EUREKA PUBLIC LIBRARY DISTRICT,202 SOUTH MAIN STREET,EUREKA,61530,WOODFORD,6728,-89.2728,40.72013
EVANSTON PUBLIC LIBRARY,1703 ORRINGTON AVENUE,EVANSTON,60201,COOK,112000,-87.6807,42.04837
NORTH BRANCH,2026 CENTRAL STREET,EVANSTON,60201,COOK,3510,-87.7015,42.06431
CHICAGO AVENUE/MAIN STREET BRANCH,"900 CHICAGO AVENUE, SUITE 102",EVANSTON,60202,COOK,691,-87.6794,42.03428
EVANSVILLE PUBLIC LIBRARY,602 PUBLIC STREET,EVANSVILLE,62242,RANDOLPH,2280,-89.9366,38.09082
EVERGREEN PARK PUBLIC LIBRARY,9400 SOUTH TROY AVENUE,EVERGREEN PARK,60805,COOK,23338,-87.7006,41.72246
DOMINY MEMORIAL LIBRARY,201 SOUTH THIRD STREET,FAIRBURY,61739,LIVINGSTON,5362,-88.5131,40.74333
FAIRFIELD PUBLIC LIBRARY,300 SOUTH EAST SECOND STREET,FAIRFIELD,62837,WAYNE,10743,-88.3588,38.37744
VANCE TOWNSHIP LIBRARY,107 SOUTH MAIN STREET,FAIRMOUNT,61841,VERMILION,1317,-87.8305,40.04592
FAIRVIEW HEIGHTS PUBLIC LIBRARY,10017 BUNKUM ROAD,FAIRVIEW HEIGHTS,62208,ST. CLAIR,20000,-90.0127,38.59826
FARMER CITY PUBLIC LIBRARY,109 EAST GREEN STREET,FARMER CITY,61842,DEWITT,5000,-88.6424,40.24337
FARMINGTON AREA LIBRARY DISTRICT,411 NORTH LIGHTFOOT ROAD,FARMINGTON,61531,FULTON,3068,-89.9867,40.69748
FLORA PUBLIC LIBRARY,216 NORTH MAIN STREET,FLORA,62839,CLAY,9285,-88.4865,38.67015
FLOSSMOOR PUBLIC LIBRARY,1000 STERLING AVENUE,FLOSSMOOR,60422,COOK,38750,-87.6784,41.54405
FONDULAC PUBLIC LIBRARY DISTRICT,400 RICHLAND STREET,EAST PEORIA,61611,TAZEWELL,12500,-89.5854,40.66987
FOREST PARK PUBLIC LIBRARY,7555 JACKSON BOULEVARD,FOREST PARK,60130,COOK,26500,-87.8144,41.87582
FORREST PUBLIC LIBRARY DISTRICT,301 WEST JAMES STREET,FORREST,61741,LIVINGSTON,22400,-88.4137,40.75327
FORRESTON PUBLIC LIBRARY,204 FIRST AVENUE,FORRESTON,61030,OGLE,1579,-89.579,42.12617
FORSYTH PUBLIC LIBRARY,268 SOUTH ELWOOD STREET,FORSYTH,62535,MACON,10784,-88.9508,39.93299
FOSSIL RIDGE PUBLIC LIBRARY DISTRICT,386 WEST KENNEDY ROAD,BRAIDWOOD,60408,WILL,15706,-88.224,41.26016
FOSSIL RIDGE PUBLIC LIBRARY DISTRICT BOOKMOBILE,386 WEST KENNEDY ROAD,BRAIDWOOD,60408,WILL,-4,-88.224,41.26016
FOUNTAINDALE PUBLIC LIBRARY DISTRICT BOOKMOBILE,300 WEST BRAIRCLIFF ROAD,BOLLINGBROOK,60440,WILL,-4,-88.078,41.69829
FOUNTAINDALE PUBLIC LIBRARY DISTRICT,300 WEST BRIARCLIFF ROAD,BOLINGBROOK,60440,WILL,111000,-88.078,41.69829
FOX LAKE PUBLIC LIBRARY DISTRICT,255 EAST GRAND AVENUE,FOX LAKE,60020,LAKE,34812,-88.1614,42.39398
FOX RIVER GROVE PUBLIC LIBRARY DISTRICT,407 LINCOLN AVENUE,FOX RIVER GROVE,60021,MCHENRY,8919,-88.2206,42.19774
FRANKFORT PUBLIC LIBRARY DISTRICT,21119 SOUTH PFEIFFER ROAD,FRANKFORT,60423,WILL,29455,-87.829,41.50574
FRANKLIN GROVE PUBLIC LIBRARY,112 SOUTH ELM STREET,FRANKLIN GROVE,61031,LEE,7800,-89.2994,41.8401
FRANKLIN PARK PUBLIC LIBRARY DISTRICT,10311 GRAND AVENUE,FRANKLIN PARK,60131,COOK,25000,-87.8826,41.93021
FREEPORT PUBLIC LIBRARY,100 EAST DOUGLAS STREET,FREEPORT,61032,STEPHENSON,42000,-89.6199,42.30021
FREMONT PUBLIC LIBRARY DISTRICT,1170 NORTH MIDLOTHIAN ROAD,MUNDELEIN,60060,LAKE,70000,-88.0189,42.28195
GAIL BORDEN PUBLIC LIBRARY DISTRICT,270 NORTH GROVE AVENUE,ELGIN,60120,KANE,139980,-88.2868,42.042230000000004
RAKOW BRANCH LIBRARY,2751 WEST BOWES ROAD,ELGIN,60124,KANE,10598,-88.3457,42.00686
SOUTH ELGIN BRANCH LIBRARY,127 S. MCLEAN BLVD,SOUTH ELGIN,60177,KANE,4275,-88.3163,41.99426
GALENA PUBLIC LIBRARY DISTRICT,601 SOUTH BENCH STREET,GALENA,61036,JO DAVIESS,8700,-90.4317,42.41151
GALESBURG PUBLIC LIBRARY,40 EAST SIMMONS STREET,GALESBURG,61401,KNOX,36780,-90.3704,40.94635
GALVA PUBLIC LIBRARY DISTRICT,120 NORTHWEST THIRD AVENUE,GALVA,61434,HENRY,5400,-90.0458,41.16736
GENESEO PUBLIC LIBRARY DISTRICT,805 NORTH CHICAGO STREET,GENESEO,61254,HENRY,6700,-90.1437,41.46346
GENEVA PUBLIC LIBRARY DISTRICT,127 JAMES STREET,GENEVA,60134,KANE,27600,-88.3057,41.88659
GENOA PUBLIC LIBRARY DISTRICT,240 WEST MAIN STREET,GENOA,60135,DEKALB,9000,-88.6945,42.0975
GEORGETOWN PUBLIC LIBRARY,102 WEST WEST STREET,GEORGETOWN,61846,VERMILION,3800,-87.6349,39.97537
MOYER DISTRICT LIBRARY,618 S. SANGAMON AVE.,GIBSON CITY,60936,FORD,3540,-88.3752,40.45914
GILLESPIE PUBLIC LIBRARY,201 WEST CHESTNUT STREET,GILLESPIE,62033,MACOUPIN,3912,-89.8172,39.12602
GILMAN-DANFORTH DISTRICT LIBRARY,715 NORTH MAPLE STREET,GILMAN,60938,IROQUOIS,7500,-87.9872,40.76149
GIRARD TOWNSHIP LIBRARY,201 WEST MADISON STREET,GIRARD,62640,MACOUPIN,3600,-89.7793,39.44541
GLEN ELLYN PUBLIC LIBRARY,400 DUANE STREET,GLEN ELLYN,60137,DUPAGE,52000,-88.0713,41.87549
GLENCOE PUBLIC LIBRARY,320 PARK AVENUE,GLENCOE,60022,COOK,20600,-87.7585,42.13463
GLENSIDE PUBLIC LIBRARY DISTRICT,25 EAST FULLERTON AVENUE,GLENDALE HEIGHTS,60139,DUPAGE,39435,-88.0894,41.91721
GLENVIEW PUBLIC LIBRARY,1930 GLENVIEW ROAD,GLENVIEW,60025,COOK,50908,-87.8069,42.07284
GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT,19901 STONY ISLAND AVENUE,LYNWOOD,60411,COOK,19005,-87.5779,41.53399
GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT BOOKMOBILE,19901 STONY ISLAND AVENUE,LYNWOOD,60411,COOK,-4,-87.5779,41.53399
GOLCONDA PUBLIC LIBRARY,126 WEST MAIN STREET,GOLCONDA,62938,POPE,2600,-88.4876,37.36761
GRANDE PRAIRIE PUBLIC LIBRARY DISTRICT,3479 WEST 183RD STREET,HAZEL CREST,60429,COOK,16700,-87.702,41.55709
SIX MILE REGIONAL LIBRARY DISTRICT,2001 DELMAR AVENUE,GRANITE CITY,62040,MADISON,17150,-90.1497,38.70222
GRANITE CITY BRANCH LIBRARY,2145 JOHNSON ROAD,GRANITE CITY,62040,MADISON,3880,-90.1104,38.72321
GRANT PARK PUBLIC LIBRARY,107 WEST TAYLOR STREET,GRANT PARK,60940,KANKAKEE,800,-87.6449,41.24109
GRAYSLAKE AREA PUBLIC LIBRARY DISTRICT,100 LIBRARY LANE,GRAYSLAKE,60030,LAKE,34300,-88.0346,42.34557
GROFF MEMORIAL LIBRARY,118 SOUTH MIDDLE,GRAYVILLE,62844,WHITE,3121,-87.9949,38.25723
GREEN HILLS PUBLIC LIBRARY DISTRICT,8611 WEST 103RD STREET,PALOS HILLS,60465,COOK,31000,-87.8283,41.70373
GREENFIELD PUBLIC LIBRARY,515 CHESTNUT STREET,GREENFIELD,62044,GREENE,2000,-90.2117,39.34352
GREENUP TOWNSHIP PUBLIC LIBRARY,101 NORTH FRANKLIN STREET,GREENUP,62428,CUMBERLAND,4872,-88.167,39.24703
GREENVILLE PUBLIC LIBRARY,414 WEST MAIN STREET,GREENVILLE,62246,BOND,5000,-89.4149,38.89197
GRIDLEY PUBLIC LIBRARY DISTRICT,320 CENTER STREET,GRIDLEY,61744,MCLEAN,3185,-88.8811,40.74256
GRIGGSVILLE PUBLIC LIBRARY,119 SOUTH COREY STREET,GRIGGSVILLE,62340,PIKE,2194,-90.7265,39.70762
HAMILTON PUBLIC LIBRARY,861 BROADWAY STREET,HAMILTON,62341,HANCOCK,3530,-91.3472,40.39312
HANOVER TOWNSHIP LIBRARY,204 JEFFERSON STREET,HANOVER,61041,JO DAVIESS,2225,-90.2839,42.25669
HARRISBURG PUBLIC LIBRARY DISTRICT,2 WEST WALNUT STREET,HARRISBURG,62946,SALINE,10900,-88.5404,37.74039
HARTFORD PUBLIC LIBRARY DISTRICT,143 WEST HAWTHORNE STREET,HARTFORD,62048,MADISON,12500,-90.098,38.8336
HARVARD DIGGINS LIBRARY,900 EAST MCKINLEY STREET,HARVARD,60033,MCHENRY,19000,-88.6045,42.42573
HARVEY PUBLIC LIBRARY DISTRICT,15441 TURLINGTON AVENUE,HARVEY,60426,COOK,18000,-87.6477,41.60833
HAVANA PUBLIC LIBRARY DISTRICT,201 WEST ADAMS STREET,HAVANA,62644,MASON,6182,-90.0623,40.29892
BATH SATELLITE,205 EAST FIRST STREET,BATH,62617,MASON,459,-90.1419,40.19018
ALTON SQUARE LIBRARY,132 ALTON SQUARE MALL,ALTON,62002,MADISON,18050,-90.1762,38.92545
DOWNTOWN LIBRARY,326 BELLE STREET,ALTON,62002,MADISON,10653,-90.1875,38.89173
HAYNER PUBLIC LIBRARY DISTRICT,401 STATE STREET,ALTON,62002,MADISON,6896,-90.1883,38.89223
HENDERSON COUNTY PUBLIC LIBRARY DISTRICT,110 HILL CREST DRIVE,BIGGSVILLE,61418,HENDERSON,8800,-90.8638,40.84941
HENDERSON COUNTY PUBLIC LIBRARY DISTRICT BOOKMOBILE,110 HILL CREST DRIVE,BIGGSVILLE,61418,HENDERSON,-4,-90.8638,40.84941
HENRY PUBLIC LIBRARY,702 FRONT STREET,HENRY,61537,MARSHALL,5460,-89.3568,41.10878
LODA TOWNSHIP LIBRARY,303 NORTH BROADWAY STREET,HERRICK,62431,SHELBY,1164,-88.9847,39.22302
HERRIN CITY LIBRARY,120 NORTH 13TH STREET,HERRIN,62948,WILLIAMSON,12421,-89.0252,37.80369
HEYWORTH PUBLIC LIBRARY DISTRICT,119 EAST MAIN STREET,HEYWORTH,61745,MCLEAN,4787,-88.9765,40.31419
LOUIS LATZER MEMORIAL PUBLIC LIBRARY,1001 NINTH STREET,HIGHLAND,62249,MADISON,15552,-89.6788,38.74146
HIGHLAND PARK PUBLIC LIBRARY,494 LAUREL AVENUE,HIGHLAND PARK,60035,LAKE,42000,-87.7968,42.18492
HIGHWOOD PUBLIC LIBRARY,102 HIGHWOOD AVENUE,HIGHWOOD,60040,LAKE,10363,-87.8108,42.20199
HILLSBORO PUBLIC LIBRARY,214 SCHOOL STREET,HILLSBORO,62049,MONTGOMERY,3700,-89.4921,39.15592
HILLSIDE PUBLIC LIBRARY,405 NORTH HILLSIDE AVENUE,HILLSIDE,60162,COOK,13800,-87.9081,41.87867
HINSDALE PUBLIC LIBRARY,20 EAST MAPLE STREET,HINSDALE,60521,DUPAGE,31800,-87.9288,41.80473
HODGKINS PUBLIC LIBRARY DISTRICT,6500 WENZ AVENUE,HODGKINS,60525,COOK,7700,-87.8557,41.77186
HOMER COMMUNITY LIBRARY,500 EAST SECOND STREET,HOMER,61849,CHAMPAIGN,2770,-87.9519,40.03744
HOMER TOWNSHIP PUBLIC LIBRARY DISTRICT,14320 WEST 151ST STREET,HOMER GLEN,60491,WILL,26497,-87.9677,41.61375
HOMER TOWNSHIP PUBLIC LIBRARY DISTRICT BOOKMOBILE,14320 WEST 151ST STREET,HOMER GLEN,60491,WILL,-4,-87.9677,41.61375
HOMETOWN PUBLIC LIBRARY,4331 SOUTHWEST HIGHWAY,HOMETOWN,60456,COOK,2754,-87.73,41.72871
HOMEWOOD PUBLIC LIBRARY DISTRICT,17917 DIXIE HIGHWAY,HOMEWOOD,60430,COOK,35000,-87.6653,41.56409
HOOPESTON PUBLIC LIBRARY DISTRICT,110 NORTH FOURTH STREET,HOOPESTON,60942,VERMILION,13876,-87.6652,40.46826
ILLINOIS PRAIRIE DISTRICT PUBLIC LIBRARY,208 EAST PARTRIDGE STREET,METAMORA,61548,WOODFORD,6240,-89.3614,40.79151
MARCELLA SCHNEIDER BRANCH LIBRARY AT GERMANTOWN HILLS,509 WOODLAND KNOLLS ROAD,GERMANTOWN HILLS,61548,WOODFORD,10600,-89.4739,40.76659
ROANOKE BRANCH LIBRARY,123 EAST BROAD STREET,ROANOKE,61561,WOODFORD,5600,-89.1961,40.79688
SPRING BAY BRANCH LIBRARY,411 ILLINOIS STREET,EAST PEORIA,61611,WOODFORD,2580,-89.5758,40.63264
WASHBURN BRANCH LIBRARY,102 WEST MAGNOLIA DRIVE,WASHBURN,61570,WOODFORD,1120,-89.2914,40.92045
BENSON BRANCH LIBRARY,420 EAST FRONT STREET,BENSON,61516,WOODFORD,2550,-89.1204,40.85018
